degisken,tekrar_sayisi,ortalama_I,min_I,max_I,aralik
glcm_contrast,5,0.8031002520845979,0.7997982320916535,0.8079377011031592,0.008139469011505751
glcm_homogeneity,5,0.8433106705213533,0.8381018448276252,0.8475001121792584,0.009398267351633183
ndbi,5,0.7637860871447548,0.760537147061924,0.7690230446709929,0.008485897609068926
ndvi,5,0.7662172694680608,0.7605410058088042,0.7715308753713299,0.010989869562525678
